comment_text,any_toxic,id
"""

Not at all, you are making a straw man argument here. I never claimed O'Donohue had that position, rather that practitioners and researchers in the field ignored the DSM position, which is exactly what the quote says and also something O'Donohue agrees with. 

Again, I was combating the notion that it was a """"absurd part"""" to claim that pedophilia is a sexual orientation. Since many researchers hold this position, it would be unfair to call it absurd. The disorder part is divided in the field",False,00148d055a169b93
"""

 """"Mainland Asia"""" includes """"the lower basin of China's Yangtze River"""" as well as """"Korea"""".  But being specific is fine too.  I just found a citation for a more comprehensive DNA study by Hammer below, rather than our generarizations and speculation so far. 

 Citation for """"Yayoi culture was brought to Japan by migrants from Korea, who in turn trace their roots to southeast Asia/south China."""" 

 2005 DNA study by Hammer
 Describes the Yayoi migration from Korea based on the O-SRY(465) ge",False,00151a9f93c6b059
"pretty much everyone from warren county/surrounding regions was born at glens falls hospital. myself included. however, i'm not sure this qualifies anyone as being a glens falls native. rachel ray is, i believe, actually from the town of lake luzerne.  —The preceding unsigned comment was added by 70.100.229.154  04:28:57, August 19, 2007 (UTC)",False,0015f4aa35ebe9b5
"Hi Explicit, can you block O Fenian for edit-warring on the Giant's Causeway wp. He has made several edits which can only be described as terrorism.",False,00169857adbc989b
"Notability of Rurika Kasuga
A tag has been placed on Rurika Kasuga, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. Please see th",False,0016e01b742b8da3
"""
 Sure, but the lead must briefly summarize Armenia's history. I simply added what I found necessary. If anyone thinks this or that sentence is redundant for the lead, they are welcome to remove make edits.  talk  """,False,001735f961a23fc4
"TFD 

I think we just eced. I think we responded to each other without seeing each others responses. I added something in response to yours, but don't know if you saw mine. (T/C//WP:CHICAGO/WP:FOUR)",False,00173958f46763a2
"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning,",True,001810bf8c45bf5f
"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",True,00190820581d90ce
"I'm Sorry 

I'm sorry I screwed around with someones talk page.  It was very bad to do.  I know how having the templates on their talk page helps you assert your dominance over them.  I know I should bow down to the almighty administrators.  But then again, I'm going to go play outside....with your mom.   76.122.79.82",True,001956c382006abd
"I don't believe the Lisak criticism present there conforms with the NPV rule.  Lisak doesn't have a neutral point of view to begin with.  If an offer to polygraph or even concerned review of polygraph results shocks a complainant into thinking her lies have been uncovered, the recantation is still perfectly valid.  If you know you are telling the truth, you will argue with machine or investigator.  Also part of Kanin's research was a followup of the recanted story where possible to verify if any",False,001b2dd65d9d925c
"You had a point, and it's now ammended with appropriate encyclopedic notability/significance.",False,001c419c445b5a59
"In other words, you're too lazy to actually point anything out. Until you change that approach, the tag goes.",False,001c557175094f10
"""
As for your claims of """"stalking"""", that is absolute rubbish and serves only to aggravate the situation. I have assumed good faith (and good intentions) on your part, and have never suggested (or seen reason to suggest) that you might have some ulterior motive in mass-adding links to one specific company's web page. Nor, for that matter, have I ever made any suggestion that this is an """"administrative"""" matter or even mentioned such a role. (Clearly, as a party to this disagreement, I would no",False,001cadfd324f8087
"""::::Jmabel; in regards to predominant scholary consensus who is it that allegedly claims """"despite """"Third Way"""" rhetoric, fascism in power functioned rather consistently as a right-wing force""""? As far as I'm aware (owning numerous books on the subject) that is not the scholary consensus at all. The consensus, developed by respected scholars of fascism who write in a manner which is not bias to any interest group such as Roger Griffin, Hamish McDonald, Roger Eatwell and Zeev Sternhell all reco",False,001d874a4d3e8813
"""

BI, you said you wanted to talk

At the bottom of the lead section you have written:

""""Its promoter speculated in 1994 that the skyhook concept could be cost competitive with what is realistically thought to be achievable using a space elevator, but the skyhook is not competitive with other rotating tether concepts. In addition, the rotating skyhook is in fact deemed """"not engineeringly feasible using presently available materials"""".""""

Regarding:  In addition, the rotating skyhook is in fac",False,001d8e7be417776a
GET FUCKED UP. GET FUCKEEED UP.  GOT A DRINK THAT YOU CANT PUT DOWN???/ GET FUCK UP GET FUCKED UP.  I'M FUCKED UP RIGHT NOW!,True,001dc38a83d420cf
Are you threatening me for disputing neutrality? I know in your country it's quite common to bully your way through a discussion and push outcomes you want. But this is not Russia.,False,001e89eb3f0b0915
"Thanks! Undeletion was more than I'd hoped for. I'm researching the status of Texas government (including local government) copyright status, but it's slow going. Apparently works of the Florida government are usually public domain, but we don't have a similar article on Texas, so I guess I'll have to research the old-fashioned, non-lazy, actually reliable way. Or ask the copyright help desk, like you suggested. In the meantime, I'm using the fair use rationale, since it's valid while the image ",False,001ee16c46a99262
Awesome! Then I'll simply disregard your notice. Thanks!,False,001ffdcc3e7fb49c
Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell!,True,0020e7119b96eeeb
=Tony Sidaway is obviously a fistfuckee. He loves an arm up his ass.,True,0020fd96ed3b8c8b
"""

 GA Review II 

I'm sorry to say this, but I have to fail this article's GAN. The several major problems that  brought up in this article's previous GA assessment have not been issued. As s/he has said before me, """"he article's WP:LEAD should be longer. The History, Media attention, Academics, Student Government, Demographics, Trivia, and Additional Information section are very deficient in citiations. Also, Triva and Additional information should be integrated into the rest of the article.""""",False,00218d74784ce50b
"My Band Page's deletion. You thought I was gone. 

Deleting the comment I posted on your 'talk page' does not delete my feelings for your hasty decision to delete my page. You, sir, are still a cock-sucking douche fuck. Sit back for a second and think about what your life has become. ............ Done? That didn't take long did it? Nope. Because, as I am most certainly aware, your life is a shitstorm of sitting in front of the computer masturbating to fictional creatures. Your attempts to get ri",True,0021fe88bc4da3e6
"Why can't you believe how fat Artie is? Did you see him on his recent appearence on the Tonight Show with Jay Leno? He looks absolutely AWFUL! If I had to put money on it, I'd say that Artie Lange is a can't miss candidate for the 2007 Dead pool!   

  
Kindly keep your malicious fingers off of my above comment, . Everytime you remove it, I will repost it!!!",True,002264ea4d5f2887
"Locking this page would also violate WP:NEWBIES.  Whether you like it or not, conservatives are Wikipedians too.",False,00229d44f41f3acb
"A Bisexual, like a homosexual or a heterosexual, is not defined by sexual activity. (Much like a 15 year old boy who is attracted to a girl sexually but has never had sex is still straight). A person who is actually sexually attracted/aroused by the same sex as well as the opposite sex is bisexual.",False,0022cf8467ebc9fd
REDIRECT Talk:Frank Herbert Mason,False,0023daf96917e0d0
"""

""""Christian arabs""""
Hi. Could you please stop enforcing the category """"Christian arabs"""" on non arabic Christians living in the middle east? This is wrong. We middle-eastern Christians, though not arabs, have gone through Arabization, and that needs to stop. We are not arabs. We have our own ethnicity, and we shouldn't be forced to be called """"Christian arabs"""". If a Christian European is born in the middle east, should he be called a """"Christian arab"""" because of that reason alone? Please un",False,002746baedcdff10
"""

 DH 
Dude, ABC officially says THIS is the name for that episode. I do know there is already an episode with that name, but ABC says it's """"Everybody's Says Don't"""".   """,False,00280c0d0652b366
"All of my edits are good.  Cunts like you who revert good edits because you're too stupid to understand how to write well , and then revert other edits just because you've decided to bear a playground grudge, are the problem.  Maybe one day you'll realise the damage you did to a noble project.  201.215.187.159",True,0028d62e8a5629aa
"""
 - NeilN's bang on - You aren't being harassed at all, If you don't edit disruptively  you don't get reverted. –Talk """,False,00290e2a171dd073
"I went there around the same time he did, and that certainly was not the case at the time. Later on they stopped taking children from such a young age.",False,002918ae66cc4bc2
There must be some chemical imbalance in your brains. Are you ok? The gibberish you guys are writing really makes me feel sorry for you. Don't ever go to law school. You would do the legal profession bad.,False,0029541a38c523a0
"""

Parzival418, you are trying to scare ThAtSo. How can you say that the comments of ThAtSo are """"insulting""""? ThAtSo is trying to suggest that there should be no original research in the Wikipedia. And, he is right. """,False,0029b87aa9c7dc4a
"""

Oppose – As the article stands, it does not properly reference under the WP:REFERENCE guidelines. If this issue is resolved, I don't any issues with it being moved to the mainspace. 「」¤ • ¢  """,False,002a13f2896596fa
"I would appreciate an apology from both of you but I can see that is unlikely.
If not Please don't waste my time any longer with attempts at trying justify either your or Plasma Physics transgressions toward me or bother me any longer about this issue and I SHALL LEAVE YOU ALONE and seek others here who deserve my considerate attention.",False,002a6beca33307b3
"They are NOT original research, they are pointed in the episodes.",False,002b90cc8a94c76b
"""
 Ambiguous ? 
So Mabuska Irish can mean more than one thing ? I will qoute you on that .Thanks .  — Preceding unsigned comment added by 109.77.58.139   
Of course it can. The word """"Irish"""" wasn't invented on the establishment of the Irish Free State. Talk 

Quote me all you want, it depends on the context of the term when its being used as to whether its applicable or not. Note how i said citizenship and ethnicity - i never mentioned nationality which is the real key meaning. The nationality ",False,002c9cccf2f1d05b
"""
While the magazine's masthead says """"TIME"""" the corporate name is Time Inc.  You can easily look this up.  On the other hand, ABN AMRO is always the corporate name.  You can look this up as well.   """,False,002d6c9d9f85e81f
Take your belated and piffling prevarications elsewhere. Too late for here.,False,002e2d3db2b597c4
"That's what I'm looking through, it looks like he was just being an all around dick on talk pages though. It's nothing too bad though, looks more like an inability to express himself properly. Thank you for your concern also, Cheers!! -",False,002f0e29c60807b1
"In the same direction, is it really necessary to name all the US states who recognize it? Why not give just the number of states? This is not an American encyclopedia, but an universal one, I don't see why every single US states which recognize it should be named.  (ix)",False,0030614cfd96d9d1
", 20 December 2006 (UTC)

You must not play Metal Gear Solid 2 that often. GW is the Arsenal Gear A.I. that went haywire after Solid Snake uploaded Emma's virus.  19:32",False,00316bcc0d1bc6e0
"Hi! I am back again!
Last warning!
Stop undoing my edits or die!",True,003217c3eb469ba9
"""

Minimization of textile effluent

A proposed deletion template has been added to the article Minimization of textile effluent, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice should explain why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may prevent the proposed deletion by removing the  notice, but please expl",False,00328eadb85b3010
"""

Is it scientific to attribute an event A, to cause B, where cause B was deliberate designed, with some sort of intelligent intent? Don't answer the questions beyond that
Well, the problem with not answering beyond that is that your example is completely rigged. There are several major fundamental problems here.  

First, you completely fail to mention the fact that the intelligence behind ID is quite literally not of this earth. Natural science might look at a honeycomb, see it is built by be",False,0033b9d5ccd499fb
"Screwjob 

   Hey i noticed your comments on the Montreal Screwjob discussion page. I decided since nobody except someone with no account objected to what you said. I would atleast change the page a little to make it fair. I just wanted to tell you because I thought you would like to know. I only changed a few words at the top of the first paragraph and added something to the second one. If your not bothered thats fine but I thought since you were fighting for and nothing was even said, I might ",False,0034065c7b12a7a2
"April 2006
Thank you for experimenting with the page Andy Griffith on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",False,00349c6325526c11
"""

Christ. """"IQ is selected for therefore every population has the same IQ."""" Never ceases to amaze me.   

""",False,0034d7c78cfa6dee
Can you prove it isn't ? If you had a better knowledge of the English language it would have been obvious to you.,False,0035d638ba684122
"Would you both shut up, you don't run wikipedia, especially a stupid kid.",True,0036621e4c7e10b5
"Oh, it's me vandalising?xD See here. Greetings,",False,0036e50f42d0b679
"Website 

Hey all,
I was thinking of getting myself a website to display my pictures and this was the cheapest thing I could find. I don't know about others, but Fir and Diliff, you guys have websites, do you think it is legit? Could you provide any better alternatives? Help from any other guild member is also appreciated. Thanks (talk)",False,0037e59caead9dab
Thanks reading there now !,False,0037fe4f8f5cdcfb
"Personal attacks in Fruit Brute VfD 

My apologies if I'm being to critical, but I feel that many of the comments made in the Fruit Brute VfD debate were far from reasonable.  There had to be a more diplomatic way to disagree with 's assertion on the initial sentence than don't lie, it makes you look even more juvenile.... Learn to face up to when you've goofed, it will go a long way in your life  The attacks do to his age certainly border on a personal attack.  Were Bart133 forty, sixty, or eig",False,0038d1dc2ad29469
"Transliteration of Russian place names
In writing about Moscow Metro for the Malayalam Wikipedia, we are finding it difficult to correctly transliterate the Russian place names. For example, do we pronounce Park Kultury as PAARK KALTTARI or PAARK KALCHCHARI (or perhaps something completely different)? Can somebody please help by transliterating the list given in https://ml.wikipedia.org/wiki/സംവാദം:മോസ്കോ_മെട്രോ. (I am not putting the list here as I don't want to clutter up this page.) Thanks",False,0038f191ffc93d75
"""
Almost got me too; I had to look it up to see if it was real. ...  talk """,False,003910ffa2f50517
How can one defame someone who thinks the Fort Hood Shooting is justified by God's law?,False,00397b264deba890
"LACK OF BALANCE

This article is seriously out of balance.  It would benefit greatly from the introduction of additional information about the negative aspects of the T-34.  Just for the record, this sort of balance problem is not uncommon when there is an over dependence on the works of a particular author.  For example, testing and evaluation of a T-34 by the US Army Ordnance Dept. exposed some very serious problems with the tank.  This type of information should be included in the article to ",False,003a19c04c079bf7
"""

Thanks. I can see that violating clearly stated Wikipedia policy is no problem with some people, as is now being reviewed elsewhere. Finishing up one other wiki project todsy and then spending the rest of the day on an important personal blog entry.  Then I'll go find other discussions of James Petras' fascinating discussion of the use of the term """"Jewish Lobby"""" so that I don't have to put back up the deleted Dissident Voice article right away per Talk:Jewish_lobby#WP:V_-_comparing_Jewish_V",False,003b9f448ee4a29d
"""
Hi
Thanks for our kind words. See you around ) Talk """,False,003bd094feef5263
"Collusion in poker 

This is regarded as most heinous form of cheating in poker, perhaps some mention of this (or example) is warranted?",False,003caacc6ce6c9e9
"Thanks much - however, if it's been resolved, why is it that today, when I didn't write anything in edit summary, CAMERA put its ad in my edit summary box?1equalvoice1 (talk)",False,003d77a20601cec1
"You can do all you're doing right now but if you get a username you'll be able to do more and have more impact is what I'm saying. And you seem to be very familiar with everything so you probably have a username? Just get one, it takes 10 seconds.  (talk•contribs)",False,003dbd1b9b354c1f
"However, the Moonlite edit noted by golden daph was me (on optus ...)  Wake up wikkis.  So funny",False,003f698d06c9b180
"Check the following websites:

http://www.iranchamber.com/personalities/farabi/farabi.php
http://www.islam.org.br/%C2%A0al_farabi.htm
http://www.superbeyin.com/sohbet/sohbet.htm",False,003fa0c68deca750
i can't believe no one has already put up this page Dilbert's Desktop Games so I did,False,0040017ef6277334
"""

Well, after I asked you to provide the diffs within one hour of your next edit here, you made an edit to your talk page here and then did not provide the diffs I requested within one hour of that edit. I then sanctioned you for failing to provide the requested diffs in a timely manner (which, after more than a week, you have still not done). Consequently, your request to lift the sanction is denied.  """,False,004176f28a17bf45
"What page shoudld there be for important characters that DON'T reoccur?
Void, Black Doom, Mephiles, etc",False,0044cf18cc2655b3
A pair of jew-hating weiner nazi schmucks.,True,00472b8e2d38d1ea
"I tend to think that when the list is longer than the rest of the article, there's a problem.  Either the history and characteristics should be expanded, of the list should be culled.  I personally like the consensus that was reached in the Tripel article between  and others...myself included.  We decided that the country of origin should be highlighted with the most examples.  There we did Trappist, Abbey, and Foreign.  Foreign includes all non-Belgium examples.  This way the article is an arti",False,00480b6e1f19601b
"""

 What's up with this? 
""""If you are a religiously or politically motivated to push this or that issue, please refrain from talking on my page. I am not interested. Otherwise, feel free to talk about relevant edits here or science. Deleet (talk) 

I would prefer if the following users never post here:
Maunus ·ʍaunus·snunɐw
WeijiBaikeBianji""""

This guy is a published psychology researcher right? Perhaps he doesn't know you have access to libraries and the best sources. You should point that out",False,0048de0c9422f64f
"I'm not vandalizing  

I'm just having fun man, you have no sense of humor if you think I'm vandalizing stuff. lemonparty.org=this site now",False,0048e4ed8a0af433
"Welcome to Wikipedia ! [bla] Discover Ekopedia, the practical encyclopedia about alternative life techniques. 

 
[bla] Discover Ekopedia, the practical encyclopedia about alternative life techniques.",False,004a23742282fee4
Including some appropriate mention of the Solomon article is not without some level of support .,False,004a789c03eda830
"""

Comment. I could not verify the claim.  (talk) """,False,004af8a71399a4dc
"""
 Czech Republic is in Central Europe. The state of this article is part of the reason why people are making such confusions. Especially more ridiculous is that they you would replace the mention of North Caucasus in favor of """"north slope of Caucasus Mountains"""" which isnt even a geographical area other than denoting the mountains in that region. Countries are located within continents, yet for some reason you refuse to allow this article to be denoted a continent. This single factor alone wou",False,004b073d5b456b15
"Thanks, Josette. I enjoyed meeting you, too. I was shocked by the decision, which does not begin to reflect consensus. Does just one Grand Poobah make it alone? Serves me right for stealing time from more pressing real-world duties to indulge in a fun hobby. I've learned my lesson and won't waste time like that again. I'll stick to fixing the little things I run across as I read articles for my own information.",False,004b103182fb1eab
"Paleontologists agree that organic remains must be buried quickly so they can be preserved long enough to be come fossilized.  However, the term fossilized is not a very precise term.  There are several factors and metamorphic mineral processes which occur to organic remains that result in what is typically called a fossil.  One major factor concerns what kind of organisms are to be fossilized  vertebrate, invertebrates, radiolarians, sponges, plants, pollen, foot prints, etc.  And multiple proc",False,004b975fabbbffa9
Also I think Vegetable Basket needs it's own Wikipedia page.,False,004b97c80705a548
"Bigfoot Reference 

The magazine is better known as just the Engineering and Mining Journal, which you may have a difficult time finding, depending on where you live.  I ran across the article a few years ago while researching something else, and made a copy.  It is clearly derived from press accounts, and treats the incident as a joke.  My whole point in citing it was to show that the incident, whatever it was, was not (entirely) created 40+ years after the fact.  If you leave me your email, I ",False,004d07d94cb92e35
"Also see this if you cant trust Murkoth Ramunni
http://books.google.com/books?id=HHev0U1GfpEC&pg;=PA51&dq;=Thiyya+matrilineal&hl;=en&sa;=X&ei;=TlpPUd2aH8mWiQLgvIDgBA&ved;=0CDYQ6AEwAQ#v=onepage&q;=Thiyya%20matrilineal&f;=false",False,004d912a00f79c89
"""

 Chart performance of """"Single Ladies (Put a Ring on It)"""" 

Please take my advice and split up the paragraphs in the section. FAs generally have short paragraphs. It's hard and boring to ingest so much information at once, so splitting the paragraphs will improve the flow. — · [ TALK ]  """,False,004de318396bbf8b
"""

hahahaha.... good one ......
I have removed it.
 """,False,004e59705689a5ed
"""

Having said that, I've temporarily removed my requests based on Cyde's advice, pending a """"request for consensus"""" i've asked for on the talk page. I urge anyone reading this to vote so we all know what the community wants.  """,False,004f5608984d99f1
"Conformity as healthy 

I may have missed it, but this article does not seem to address conformity as just a healthy behaviour. Such as the way that we conform to grammar so that we can be understood, or that we conform to laws because we recognise a need for an orderly society. 194.126.85.214",False,004f6dbe69f3545d
"Hi, I am new to wikipedia. Read up on pandemics today. I am impressed by the quality of information, to my knowledge not easily available elsewhere in the same easily accessible format. Thank you all of you for creating this content and making it accessible.",False,004f981460421bdf
"Should say something about his views as an educationalist and socialist political commentator.

Link to http://www.langandlit.ualberta.ca/Fall2004/SteigelBainbridge.html mentions this a bit - he stood as an election candidate for Respect.",False,004fb9f655230909
"""==Sandbox==
Don't take the template out of the sandbox. It says """"don't remove"""" for a reason.  11:36, 10 Jan 2005 (UTC)

""",False,004fd4fb5c47c29f
"heh, it's a bit of a copy of Wikipedia:WikiProject Professional wrestling, but I thought it look a bit tidy and better that way.",False,0050cb3bc226f94e
"Ahh, Hello Witzeman 

203.92.84.161  
Symbols: ~ | ¡ ¿ † ‡ ↔ ↑ ↓ • ¶   # ½ ⅓ ⅔ ¼ ¾ ⅛ ⅜ ⅝ ⅞ ∞   ‘ “ ’ ” «»   ¤ ₳ ฿ ₵ ¢ ₡ ₢ $ ₫ ₯ € ₠ ₣ ƒ ₴ ₭ ₤ ℳ ₥ ₦ № ₧ ₰ £ ៛ ₨ ₪ ৳ ₮ ₩ ¥   ♠ ♣ ♥ ♦   m² m³ 
Characters: Á á Ć ć É é Í í Ĺ ĺ Ń ń Ó ó Ŕ ŕ Ś ś Ú ú Ý ý Ź ź   À à È è Ì ì Ò ò Ù ù   Â â Ĉ ĉ Ê ê Ĝ ĝ Ĥ ĥ Î î Ĵ ĵ Ô ô Ŝ ŝ Û û Ŵ ŵ Ŷ ŷ   Ä ä Ë ë Ï ï Ö ö Ü ü Ÿ ÿ   ß   Ã ã Ẽ ẽ Ĩ ĩ Ñ ñ Õ õ Ũ ũ Ỹ ỹ   Ç ç Ģ ģ Ķ ķ Ļ ļ Ņ ņ Ŗ ŗ Ş ş Ţ ţ   Đ đ   Ů ů   Ǎ ǎ Č č Ď ď Ě ě Ǐ ǐ Ľ ľ Ň ň Ǒ ǒ Ř ř Š š Ť ť Ǔ ǔ Ž ž   Ā ā Ē ē Ī ī Ō ō Ū",False,00510c3d06745849
"""

OK: just finished my planned cleanup of the todo page. The entries that were removed were copied to the investigated entries page so we have a record that we looked at them. ——  talk -  """,False,00521847b93eba3b
""". (On Dec 14, 2006, a NIST scientist said """"...the collapse of the towers were not of any magnitude that was seismically significant..."""". See Dr Wood's """"The Scientific Method Applied to the Thermite Hypothesis"""" paper on her tripod site for mp3 links.)""",False,0052a7e684beeb1a
"The statement drawn from Watchtower literature, honestly, not clandescently, not with hypocrisy, is drawn from Watchtower literature via Ray Franz's arguments and literature, and imposed into the Wikipedia article. It's too much of a coincidence that a more or less follower of Ray Franz is going to come up with a reference to Wa. literature on his own, exactly the same connection Ray Franz makes, without having first seen the connection made in Ray Franz literature.    Natural
  Nature",False,005306a4c109dab3
